Unnamed: 0,Absorption/nm,Emission/nm,PLQY,SMILES,solvent,Reference(doi),Et30,SP,SdP,SA,SB,"Test method of Quantum Yield (0= measured by relative method/not mention in origin paper, 1= absolute QY)",Unnamed: 13
1324,535.0,570.0,,[NH2+]=C1C=CC2=C(C3=CC=C(CN4CCC5(OCCO5)CC4)C=C3)C6=C(C=C(N5CCCCC5)C=C6)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1325,535.0,570.0,,[NH2+]=C1C=CC2=C(C3=CC=C(C)C=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1326,535.0,570.0,,[NH2+]=C1C=CC2=C(C3=CC(OC)=C(OC)C=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1327,530.0,560.0,,[NH2+]=C1C=CC2=C(C3=CC(C)=C(OC)C(C)=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1328,540.0,570.0,,[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1329,535.0,570.0,,[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1330,530.0,570.0,,[NH2+]=C1C=CC2=C(C3=CC=C(CCC)C=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1331,535.0,570.0,,[NH2+]=C1C=CC2=C(C3=CC=C(OC)C=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1332,535.0,560.0,,[NH2+]=C1C=CC2=C(C3=CC(CN4CCOCC4)=CC=C3)C5=C(C=C(N5CCCCC5)C=C5)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1333,540.0,565.0,,[NH2+]=C1C=CC2=C(C3=CC(CN4CCCCC4)=CC=C3)C5=C(C=C(N5CCCCC5)C=C5)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1334,540.0,565.0,,[NH2+]=C1C=CC2=C(C3=CC=C(CN4CCCCC4)C=C3)C5=C(C=C(N5CCCCC5)C=C5)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1335,532.0,570.0,,[NH2+]=C1C=CC2=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C5=C(C=C(N5CCCCC5)C=C5)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1336,535.0,575.0,,[NH2+]=C1C=CC2=C(C3=CC(C=CC=C4)=C4C=C3)C5=C(C=C(N5CCCCC5)C=C5)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1337,535.0,575.0,,[NH2+]=C1C=CC2=C(C3=CC=C(SC)C=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1338,530.0,570.0,,[NH2+]=C1C=CC2=C(C3=CC=C(C4=CC=CC=C4)C=C3)C5=C(C=C(N5CCCCC5)C=C5)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1339,500.0,530.0,,[NH2+]=C1C=CC2=C(C3=CC4=C(C=C(OC)C=C4)C=C3)C5=C(C=C(O)C=C5)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1340,500.0,530.0,,[NH2+]=C1C=CC2=C(C3=CC(OC)=CC=C3)C4=C(C=C(O)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1341,500.0,530.0,,[NH2+]=C1C=CC2=C(C3=CC(OCO4)=C4C=C3)C5=C(C=C(O)C=C5)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1342,490.0,525.0,,[NH2+]=C1C=CC2=C(C3=CC=C(C)C=C3)C4=C(C=C(O)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1343,495.0,525.0,,[NH2+]=C1C=CC2=C(C3=CC(C)=C(OC)C(C)=C3)C4=C(C=C(O)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1344,495.0,530.0,,[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(O)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1345,495.0,530.0,,[NH2+]=C1C=CC2=C(C3=CC=C(CCC)C=C3)C4=C(C=C(O)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1346,500.0,530.0,,[NH2+]=C1C=CC2=C(C3=CC(C=CC=C4)=C4C=C3)C5=C(C=C(O)C=C5)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1347,500.0,530.0,,[NH2+]=C1C=CC2=C(C3=CC=C(SC)C=C3)C4=C(C=C(O)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1348,500.0,535.0,,[NH2+]=C1C=CC2=C(C3=CC=C(C4=CC=CC=C4)C=C3)C5=C(C=C(O)C=C5)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1349,490.0,545.0,,[NH2+]=C1C=CC2=C(C3=CC=C(F)C=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1350,495.0,550.0,,[NH2+]=C1C=CC2=C(C3=CC(Cl)=C(F)C=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1351,475.0,540.0,,[NH2+]=C1C=CC2=C(C3=CC4=C(C=C(OC)C=C4)C=C3)C5=C(C=C(N(C)C)C=C5)N(C)C2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1352,480.0,550.0,,[NH2+]=C1C=CC2=C(C3=CC=C(C(C)(C)C)C=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1353,485.0,550.0,,[NH2+]=C1C=CC2=C(C3=CC=CC=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1354,480.0,545.0,,[NH2+]=C1C=CC2=C(C3=CC(C)=CC(C)=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1355,490.0,545.0,,[NH2+]=C1C=CC2=C(C3=CC(OC)=CC=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1356,485.0,550.0,,[NH2+]=C1C=CC2=C(C3=CC(OCO4)=C4C=C3)C5=C(C=C(N(C)C)C=C5)N(C)C2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1357,485.0,545.0,,[NH2+]=C1C=CC2=C(C3=CC(F)=CC=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1358,480.0,550.0,,[NH2+]=C1C=CC2=C(C3=CC=C(N(C)C)C=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1359,485.0,550.0,,[NH2+]=C1C=CC2=C(C3=CC(Cl)=CC=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1360,490.0,545.0,,[NH2+]=C1C=CC2=C(C3=CC=C(C4OCCCO4)C=C3)C5=C(C=C(N(C)C)C=C5)N(C)C2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1361,485.0,545.0,,[NH2+]=C1C=CC2=C(C3=CC=C(C)C=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1362,486.0,545.0,,[NH2+]=C1C=CC2=C(C3=CC(OC)=C(OC)C=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1363,480.0,545.0,,[NH2+]=C1C=CC2=C(C3=CC(C)=C(OC)C(C)=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1364,485.0,545.0,,[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1365,480.0,545.0,,[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1366,485.0,550.0,,[NH2+]=C1C=CC2=C(C3=CC=C(CCC)C=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1367,485.0,545.0,,[NH2+]=C1C=CC2=C(C3=CC=C(OC)C=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1368,480.0,545.0,,[NH2+]=C1C=CC2=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C5=C(C=C(N(C)C)C=C5)N(C)C2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1369,485.0,545.0,,[NH2+]=C1C=CC2=C(C3=CC(C=CC=C4)=C4C=C3)C5=C(C=C(N(C)C)C=C5)N(C)C2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1370,485.0,550.0,,[NH2+]=C1C=CC2=C(C3=CC=C(SC)C=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1371,485.0,550.0,,[NH2+]=C1C=CC2=C(C3=CC=C(C4=CC=CC=C4)C=C3)C5=C(C=C(N(C)C)C=C5)N(C)C2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1372,515.0,540.0,,[NH2+]=C1C=CC2=C(C3=CC=C(F)C=C3)C4=C(C=C(NCC)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1373,510.0,540.0,,[NH2+]=C1C=CC2=C(C3=CC=CC=C3)C4=C(C=C(NCC)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1374,515.0,540.0,,[NH2+]=C1C=CC2=C(C3=CC(C)=CC(C)=C3)C4=C(C=C(NCC)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1375,515.0,540.0,,[NH2+]=C1C=CC2=C(C3=CC(OC)=CC=C3)C4=C(C=C(NCC)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1376,520.0,540.0,,[NH2+]=C1C=CC2=C(C3=CC(F)=CC=C3)C4=C(C=C(NCC)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1377,525.0,545.0,,[NH2+]=C1C=CC2=C(C3=CC(Cl)=CC=C3)C4=C(C=C(NCC)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1378,530.0,545.0,,[NH2+]=C1C=CC2=C(C3=CC=C(C4OCCCO4)C=C3)C5=C(C=C(NCC)C=C5)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1379,510.0,540.0,,[NH2+]=C1C=CC2=C(C3=CC=C(C)C=C3)C4=C(C=C(NCC)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1380,510.0,540.0,,[NH2+]=C1C=CC2=C(C3=CC(C)=C(OC)C(C)=C3)C4=C(C=C(NCC)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1381,515.0,540.0,,[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(NCC)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1382,510.0,540.0,,[NH2+]=C1C=CC2=C(C3=CC=C(OC)C=C3)C4=C(C=C(NCC)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1383,500.0,540.0,,[NH2+]=C1C=CC2=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C5=C(C=C(NCC)C=C5)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1384,510.0,540.0,,[NH2+]=C1C=CC2=C(C3=CC(C=CC=C4)=C4C=C3)C5=C(C=C(NCC)C=C5)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1385,505.0,545.0,,[NH2+]=C1C=CC2=C(C3=CC=C(SC)C=C3)C4=C(C=C(NCC)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1386,510.0,540.0,,[NH2+]=C1C=CC2=C(C3=CC=C(C4=CC=CC=C4)C=C3)C5=C(C=C(NCC)C=C5)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1387,520.0,550.0,,[NH2+]=C1C=CC2=C(C3=CC=C(F)C=C3)C4=C(C=C(N)C=C4)SC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1388,530.0,555.0,,[NH2+]=C1C=CC2=C(C3=CC(C=CC=C4)=C4C5=C3C=CC=C5)C6=C(C=C(N)C=C6)SC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1389,525.0,550.0,,[NH2+]=C1C=CC2=C(C3=CC4=C(C=C(OC)C=C4)C=C3)C5=C(C=C(N)C=C5)SC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1390,520.0,545.0,,[NH2+]=C1C=CC2=C(C3=CC=C(C(C)(C)C)C=C3)C4=C(C=C(N)C=C4)SC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1391,520.0,550.0,,[NH2+]=C1C=CC2=C(C3=CC=CC=C3)C4=C(C=C(N)C=C4)SC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1392,520.0,550.0,,[NH2+]=C1C=CC2=C(C3=CC(C)=CC(C)=C3)C4=C(C=C(N)C=C4)SC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1393,520.0,550.0,,[NH2+]=C1C=CC2=C(C3=CC(OC)=CC=C3)C4=C(C=C(N)C=C4)SC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1394,525.0,550.0,,[NH2+]=C1C=CC2=C(C3=CC(OCO4)=C4C=C3)C5=C(C=C(N)C=C5)SC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1395,525.0,555.0,,[NH2+]=C1C=CC2=C(C3=CC(F)=CC=C3)C4=C(C=C(N)C=C4)SC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1396,520.0,550.0,,[NH2+]=C1C=CC2=C(C3=CC=C(N(C)C)C=C3)C4=C(C=C(N)C=C4)SC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1397,525.0,555.0,,[NH2+]=C1C=CC2=C(C3=CC(Cl)=CC=C3)C4=C(C=C(N)C=C4)SC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1398,525.0,555.0,,[NH2+]=C1C=CC2=C(C3=CC=C(C4OCCCO4)C=C3)C5=C(C=C(N)C=C5)SC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1399,525.0,550.0,,[NH2+]=C1C=CC2=C(C3=CC=C(CN4CCC5(OCCO5)CC4)C=C3)C6=C(C=C(N)C=C6)SC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1400,520.0,550.0,,[NH2+]=C1C=CC2=C(C3=CC=C(C)C=C3)C4=C(C=C(N)C=C4)SC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1401,520.0,550.0,,[NH2+]=C1C=CC2=C(C3=CC(C)=C(OC)C(C)=C3)C4=C(C=C(N)C=C4)SC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1402,520.0,550.0,,[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(N)C=C4)SC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1403,520.0,550.0,,[NH2+]=C1C=CC2=C(C3=CC=C(CCC)C=C3)C4=C(C=C(N)C=C4)SC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1404,520.0,550.0,,[NH2+]=C1C=CC2=C(C3=CC=C(OC)C=C3)C4=C(C=C(N)C=C4)SC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1405,515.0,540.0,,[NH2+]=C1C=CC2=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C5=C(C=C(N)C=C5)SC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1406,520.0,550.0,,[NH2+]=C1C=CC2=C(C3=CC=C(OC4CCCCO4)C=C3)C5=C(C=C(N)C=C5)SC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1407,520.0,545.0,,[NH2+]=C1C=CC2=C(C3=CC(C=CC=C4)=C4C=C3)C5=C(C=C(N)C=C5)SC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1408,520.0,550.0,,[NH2+]=C1C=CC2=C(C3=CC=C(C4=CC=CC=C4)C=C3)C5=C(C=C(N)C=C5)SC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1409,540.0,545.0,,[NH2+]=C1C=CC2=C(C3=CC=C(F)C=C3)C4=C(C5=C(NC(C)(C)C=C5C)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1410,535.0,545.0,,CC(C)(NC1=C2C(OC3=CC4=[NH2+])=C(C(C5=CC=CC=C5)=C3C=C4)C=C1)C=C2C,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1411,535.0,545.0,,CC(C)(NC1=C2C(OC3=CC4=[NH2+])=C(C(C5=CC(C)=CC(C)=C5)=C3C=C4)C=C1)C=C2C,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1412,540.0,545.0,,CC(C)(NC1=C2C(OC3=CC4=[NH2+])=C(C(C5=CC(OC)=CC=C5)=C3C=C4)C=C1)C=C2C,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1413,535.0,540.0,,CC(C)(NC1=C2C(OC3=CC4=[NH2+])=C(C(C5=CC6=C(OCO6)C=C5)=C3C=C4)C=C1)C=C2C,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1414,540.0,545.0,,CC(C)(NC1=C2C(OC3=CC4=[NH2+])=C(C(C5=CC=CC(F)=C5)=C3C=C4)C=C1)C=C2C,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1415,540.0,545.0,,CC(C)(NC1=C2C(OC3=CC4=[NH2+])=C(C(C5=CC=CC(Cl)=C5)=C3C=C4)C=C1)C=C2C,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1416,545.0,545.0,,CC(C)(NC1=C2C(OC3=CC4=[NH2+])=C(C(C5=CC=C(C6OCCCO6)C=C5)=C3C=C4)C=C1)C=C2C,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1417,535.0,545.0,,CC(C)(NC1=C2C(OC3=CC4=[NH2+])=C(C(C5=CC=C(CN6CCC7(OCCO7)CC6)C=C5)=C3C=C4)C=C1)C=C2C,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1418,535.0,545.0,,CC(C)(NC1=C2C(OC3=CC4=[NH2+])=C(C(C5=CC=C(C)C=C5)=C3C=C4)C=C1)C=C2C,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1419,535.0,545.0,,CC(C)(NC1=C2C(OC3=CC4=[NH2+])=C(C(C5=CC(C)=C(OC)C(C)=C5)=C3C=C4)C=C1)C=C2C,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1420,530.0,545.0,,CC(C)(NC1=C2C(OC3=CC4=[NH2+])=C(C(C5=CC(C)=C(F)C=C5)=C3C=C4)C=C1)C=C2C,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1421,535.0,545.0,,[NH2+]=C1C=CC2=C(C3=CC=C(OC)C=C3)C4=C(C5=C(NC(C)(C=C5C)C)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1422,540.0,545.0,,CC(NC1=C2C(O3)=C(C=C1)C(C4=CC=CC(CN5CCCCC5)=C4)=C(C=C6)C3=CC6=[NH2+])(C=C2C)C,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1423,540.0,545.0,,CC(C)(NC1=C2C(OC3=CC4=[NH2+])=C(C(C5=CC=C(CN6CCCCC6)C=C5)=C3C=C4)C=C1)C=C2C,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1424,535.0,540.0,,[NH2+]=C1C=CC2=C(C3=C(OC2=C1)C4=C(C=C3)NC(C)(C)C=C4C)C5=CC=C(C=C5)OC6=CC=CC=C6,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1425,540.0,540.0,,[NH2+]=C1C=CC2=C(C3=C(OC2=C1)C4=C(C=C3)NC(C)(C)C=C4C)C5=CC=C6C=CC=CC6=C5,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1426,535.0,540.0,,[NH2+]=C1C=CC2=C(C3=C(OC2=C1)C4=C(C=C3)NC(C=C4C)(C)C)C5=CC=C(C=C5)SC,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1427,540.0,540.0,,CC(C)(NC1=C2C(OC3=CC4=[NH2+])=C(C(C5=CC=C(C6=CC=CC=C6)C=C5)=C3C=C4)C=C1)C=C2C,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1428,540.0,565.0,,[NH2+]=C1C=CC2=C(C3=CC=C(F)C=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1429,535.0,570.0,,[NH2+]=C1C=CC2=C(C3=CC4=C(C=C(OC)C=C4)C=C3)C5=C(C=C(N(CCCC)CCCC)C=C5)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1430,530.0,565.0,,[NH2+]=C1C=CC2=C(C3=CC=C(C(C)(C)C)C=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1431,535.0,565.0,,[NH2+]=C1C=CC2=C(C3=CC=CC=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1432,535.0,560.0,,[NH2+]=C1C=CC2=C(C3=CC(C)=CC(C)=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1433,535.0,570.0,,[NH2+]=C1C=CC2=C(C3=CC(OC)=CC=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1434,535.0,565.0,,[NH2+]=C1C=CC2=C(C3=CC(OCO4)=C4C=C3)C5=C(C=C(N(CCCC)CCCC)C=C5)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1435,540.0,570.0,,[NH2+]=C1C=CC2=C(C3=CC(F)=CC=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1436,530.0,570.0,,[NH2+]=C1C=CC2=C(C3=C(OC2=C1)C=C(C=C3)N(CCCC)CCCC)C4=CC=C(C=C4)N(C)C,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1437,535.0,565.0,,[NH2+]=C1C=CC2=C(C3=CC=C(C)C=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1438,535.0,565.0,,[NH2+]=C1C=CC2=C(C3=CC(C)=C(OC)C(C)=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1439,535.0,565.0,,[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1440,530.0,565.0,,[NH2+]=C1C=CC2=C(C3=CC=C(CCC)C=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1441,535.0,565.0,,[NH2+]=C1C=CC2=C(C3=CC=C(OC)C=C3)C4=C(C=C(N(CCCC)CCCC)C=C4)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1442,535.0,570.0,,[NH2+]=C1C=CC2=C(C3=CC(CN4CCOCC4)=CC=C3)C5=C(C=C(N(CCCC)CCCC)C=C5)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1443,530.0,570.0,,[NH2+]=C1C=CC2=C(C3=CC(CN4CCCCC4)=CC=C3)C5=C(C=C(N(CCCC)CCCC)C=C5)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
1444,540.0,575.0,,[NH2+]=C1C=CC2=C(C3=CC=C(CN4CCCCC4)C=C3)C5=C(C=C(N(CCCC)CCCC)C=C5)OC2=C1,H2O,10.1021/ja068230m,63.1,0.681,0.997,1.062,0.025,,
